"Agora id",,"English Term","English Expert definition","English Simple definition"
30771,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30771&search_mode=solr","operational services","<p>The second subgroup of business services consists of operational services, including industrial cleaning (74), security services (74) and secretarial services (74).</p><p>[C(2007)38]</p>",
30788,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30788&search_mode=solr","managerial power theory","<p>The theory proposes that executives obtain remuneration outcomes more favourable than those that would arise from ‘arm’s length’ bargaining processes, due to their influence over ‘captive’ company boards. Not only is there a principal–agent problem between company owners and managers, there is also an agency problem between shareholders and the boards they elect to represent them.</p><p>[DAF/CA/CG(2010)2]</p>",
30934,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=30934&search_mode=solr","menu costs",,
31479,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=31479&search_mode=solr","market sector","<p>Also called “business sector”. The sector comprising all enterprises selling their output at economically significant prices. <br />[OECD/Understanding National Accounts/2007]</p>",
31486,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=31486&search_mode=solr","private saving offset","<p>n effect, households and business could see the deterioration of fiscal trends as a sign of upcoming tax increases, increasing saving in anticipation, which would reduce the risk of growing mismatch between the supply of saving and the demand for credit. But recent empirical work suggests that the private saving offset is less than 30% in the United States (i.e., an increase of 1% of GDP of the government deficit is offset by increase of private saving of 0.3% [of GDP]), slightly less than in the entire OECD area (Röhn, 2010). </p><p>[ECO/EDR(2010)4]</p>",
31501,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=31501&search_mode=solr","phase","<p>Time span between a peak and a trough.</p><p>[OECD/Business Tendency Surveys: A Handbook/Glossary/2003]</p>",
31503,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=31503&search_mode=solr","private/public saving offset","<p>The theoretical backbone to the public/private saving offset due to tax discounting is Barro's (1974) claim that government bonds do not constitute net wealth, implying that government financing decisions have no real effects on consumption and interest rates. In its strict form this so-called Ricardian equivalence proposition implies that reductions in public saving resulting from tax cuts are offset one for one by increases in private saving leaving consumption, national saving and thus interest rates and investment unchanged. The same effect on national saving also holds for deficit financed permanent spending increases as private agents cut their consumption exactly by the level of the spending increase in expectation of future tax increases. While a consensus exists that the theoretical assumptions underlying this strong neutrality result are unlikely to hold in reality, Ricardian equivalence might still serve as a first approximation.  </p><p>[OECD/Röhn, O/New Evidence on the Private Saving Offset and Ricardian Equivalence/Documents de travail du Département des affaires économiques de l'OCDE, n° 762/2010]</p>",
31527,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=31527&search_mode=solr","hospitality sector","<p>At the outset, it became quite clear that the definition of “hotel and restaurant sector” was not one that was uniformly used either by statistical agencies in various countries or indeed in the literature. It is often referred to as “hospitality sector”. Some countries refer to “lodging” or “accommodation” rather than “hotels”.</p><p>[CFE/TOU(2009)12]</p>",
31528,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=31528&search_mode=solr","catering sector","<p>“Restaurants” can be referred to as “food and beverage services” or “catering” with or without restaurants as part of the title.</p><p>[CFE/TOU(2009)12]</p>",
31531,"http://www.oecd-agora.org/modules/webportal/results.php?op=single&idbase=16&idnotice=31531&search_mode=solr","stochastic frontier analysis (SFA)","<p>SFA is a regression technique introduced by Aigner, Lovel and Schmidt (1977), which postulates that the error term in an estimated production function ?i is made up of two independent components, ?i = vi + ui . vi ~ N(0, ?v2) is a two–sided error term representing the usual statistical noise and ui is a one-sided (positive or negative) term representing technical inefficiency measuring the estimated shortfall of profit or excess costs for a particular firm. <br />[ECO/EDR(2010)21]</p>",
